"No.","Time","Source","Destination","Protocol","Length","Info"
"3132","2026/106 15:01:27.729063000","172.18.81.124","23.55.236.70","TCP","54","57768  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"3133","2026/106 15:01:27.734145000","172.18.81.124","23.55.236.70","TLSv1.3","837","Client Hello (SNI=assets.msn.com)"
"3134","2026/106 15:01:27.739911600","23.55.236.70","172.18.81.124","TLSv1.3","322","Server Hello, Change Cipher Spec, Application Data, Application Data"
"3135","2026/106 15:01:27.740088900","172.18.81.124","23.55.236.70","TCP","54","57768  >  443 [ACK] Seq=784 Ack=265 Win=261632 Len=0"
"3136","2026/106 15:01:27.760479500","172.18.81.124","23.55.236.70","TLSv1.3","134","Change Cipher Spec, Application Data"
"3137","2026/106 15:01:27.761221000","172.18.81.124","23.55.236.70","TLSv1.3","134","Application Data"
"3138","2026/106 15:01:27.765366400","23.55.236.70","172.18.81.124","TCP","60","443  >  57768 [ACK] Seq=265 Ack=864 Win=64128 Len=0"
"3139","2026/106 15:01:27.765366400","23.55.236.70","172.18.81.124","TCP","60","443  >  57768 [ACK] Seq=265 Ack=944 Win=64128 Len=0"
"3140","2026/106 15:01:27.767180600","172.18.81.124","23.55.236.70","TCP","1438","57768  >  443 [ACK] Seq=944 Ack=265 Win=261632 Len=1384 [TCP PDU reassembled in 3142]"
"3141","2026/106 15:01:27.767180600","172.18.81.124","23.55.236.70","TCP","1438","57768  >  443 [ACK] Seq=2328 Ack=265 Win=261632 Len=1384 [TCP PDU reassembled in 3142]"
"3142","2026/106 15:01:27.767180600","172.18.81.124","23.55.236.70","TLSv1.3","1085","Application Data"
"3143","2026/106 15:01:27.771266100","23.55.236.70","172.18.81.124","TCP","60","443  >  57768 [ACK] Seq=265 Ack=2328 Win=67072 Len=0"
"3144","2026/106 15:01:27.771266100","23.55.236.70","172.18.81.124","TCP","60","443  >  57768 [ACK] Seq=265 Ack=3712 Win=70016 Len=0"
"3145","2026/106 15:01:27.771266100","23.55.236.70","172.18.81.124","TCP","60","443  >  57768 [ACK] Seq=265 Ack=4743 Win=72704 Len=0"
"3146","2026/106 15:01:27.772108800","23.55.236.70","172.18.81.124","TLSv1.3","369","Application Data"
"3147","2026/106 15:01:27.772192600","172.18.81.124","23.55.236.70","TCP","54","57768  >  443 [ACK] Seq=4743 Ack=576 Win=261376 Len=0"
"3148","2026/106 15:01:27.787857100","RuckusWirele_00:0e:e0","Intel_61:82:b7","ARP","64","Who has 192.168.254.1? Tell 192.168.255.108"
"3149","2026/106 15:01:27.787857100","23.55.236.70","172.18.81.124","TLSv1.3","119","Application Data"
"3150","2026/106 15:01:27.787857100","23.55.236.70","172.18.81.124","TLSv1.3","89","Application Data"
"3151","2026/106 15:01:27.787977400","172.18.81.124","23.55.236.70","TCP","54","57768  >  443 [ACK] Seq=4743 Ack=668 Win=261376 Len=0"
"3152","2026/106 15:01:27.788242000","172.18.81.124","23.55.236.70","TLSv1.3","85","Application Data"
"3153","2026/106 15:01:27.809189100","172.18.81.161","224.0.0.251","MDNS","593","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local PTR Natalieâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Ephraimâ\200\231s MacBook Air._companion-link._tcp.local PTR Sophiaâ\200\231s MacBook Air._companion-link._tcp.local PTR Lydiaâ\200\231s MacBook Air._companion-link._tcp.local PTR Samanthaâ\200\231s MacBook Pro._companion-link._tcp.local PTR Bucephalus._companion-link._tcp.local PTR Guest Bedroom._companion-link._tcp.local PTR Kiaraâ\200\231s iPad._companion-link._tcp.local PTR iPad (2)._companion-link._tcp.local PTR Davidâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Davidâ\200\231s MacBook Pro (3)._companion-link._tcp.local PTR Jelissaâ\200\231s MacBook Air._companion-link._tcp.local PTR Katieâ\200\231s MacBook Air._companion-link._tcp.local"
"3154","2026/106 15:01:27.809189100","fe80::402:6140:e429:bedd","ff02::fb","MDNS","613","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local PTR Natalieâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Ephraimâ\200\231s MacBook Air._companion-link._tcp.local PTR Sophiaâ\200\231s MacBook Air._companion-link._tcp.local PTR Lydiaâ\200\231s MacBook Air._companion-link._tcp.local PTR Samanthaâ\200\231s MacBook Pro._companion-link._tcp.local PTR Bucephalus._companion-link._tcp.local PTR Guest Bedroom._companion-link._tcp.local PTR Kiaraâ\200\231s iPad._companion-link._tcp.local PTR iPad (2)._companion-link._tcp.local PTR Davidâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Davidâ\200\231s MacBook Pro (3)._companion-link._tcp.local PTR Jelissaâ\200\231s MacBook Air._companion-link._tcp.local PTR Katieâ\200\231s MacBook Air._companion-link._tcp.local"
"3155","2026/106 15:01:27.836037800","23.55.236.70","172.18.81.124","TCP","60","443  >  57768 [ACK] Seq=668 Ack=4774 Win=72704 Len=0"
"3156","2026/106 15:01:27.836166500","172.18.82.18","239.255.255.250","IGMPv2","64","Membership Report group 239.255.255.250"
"3157","2026/106 15:01:27.838297900","1a:f3:88:7c:27:eb","Intel_61:82:b7","ARP","60","Who has 172.18.80.116? Tell 172.18.82.111"
"3158","2026/106 15:01:27.839233300","1a:f3:88:7c:27:eb","Intel_61:82:b7","ARP","60","Who has 172.18.81.23? Tell 172.18.82.111"
"3159","2026/106 15:01:27.840751300","1a:f3:88:7c:27:eb","Intel_61:82:b7","ARP","60","Who has 172.18.82.5? Tell 172.18.82.111"
"3160","2026/106 15:01:27.844520400","172.18.82.111","224.0.0.251","MDNS","1422","Standard query 0x0000 PTR _airplay._tcp.local, ""QU"" question PTR Ephraimâ\200\231s MacBook Air._airplay._tcp.local PTR userâ\200\231s MacBook Air._airplay._tcp.local PTR Davidâ\200\231s MacBook Pro (2)._airplay._tcp.local PTR Samanthaâ\200\231s MacBook Pro._airplay._tcp.local PTR Maiaâ\200\231s MacBook Air._airplay._tcp.local PTR Lydiaâ\200\231s MacBook Air._airplay._tcp.local PTR Guest Bedroom._airplay._tcp.local PTR Sophiaâ\200\231s MacBook Air._airplay._tcp.local PTR Jelissaâ\200\231s MacBook Air._airplay._tcp.local PTR Katieâ\200\231s MacBook Air._airplay._tcp.local PTR Bucephalus._airplay._tcp.local PTR Paigeâ\200\231s MacBook Pro._airplay._tcp.local PTR LW111-AirMedia (4)._airplay._tcp.local PTR LW251-AirMedia (4)._airplay._tcp.local PTR Natalieâ\200\231s MacBook Pro (2)._airplay._tcp.local PTR Aaliyahâ\200\231s MacBook Air._airplay._tcp.local PTR LW251-AirMedia (5)._airplay._tcp.local PTR LW111-AirMedia (5)._airplay._tcp.local PTR LW150-AirMedia._airplay._tcp.local PTR LW151A-AirMedia._airplay._tcp.local PTR LW260-AM-3200._airplay._tcp.local PTR LW105-AirMedia._airplay._tcp.local PTR LW264-AM-3200._airplay._tcp.local PTR LW262-AM-3200._airplay._tcp.local PTR LW261-AM-3200._airplay._tcp.local PTR LW153-AirMedia._airplay._tcp.local PTR LW113J-AirMedia._airplay._tcp.local PTR LW266-AM-3200._airplay._tcp.local PTR LW251-AirMedia._airplay._tcp.local PTR LW233-AirMedia._airplay._tcp.local PTR LW259-AM-3200._airplay._tcp.local PTR LW152-AirMedia._airplay._tcp.local PTR LW154-AirMedia._airplay._tcp.local PTR LW157-AirMedia._airplay._tcp.local PTR LW235-AirMedia._airplay._tcp.local PTR LW265-AM-3200._airplay._tcp.local PTR LW151B-AirMedia._airplay._tcp.local PTR LW111-AirMedia._airplay._tcp.local PTR LW234-AirMedia._airplay._tcp.local PTR LW257-AM-3200._airplay._tcp.local PTR LW265-AM-3200 (3)._airplay._tcp.local PTR Abbyâ\200\231s MacBook Air (2)._airplay._tcp.local"
"3161","2026/106 15:01:27.844520400","fe80::e4:170b:39bb:278c","ff02::fb","MDNS","1442","Standard query 0x0000 PTR _airplay._tcp.local, ""QU"" question PTR Ephraimâ\200\231s MacBook Air._airplay._tcp.local PTR userâ\200\231s MacBook Air._airplay._tcp.local PTR Davidâ\200\231s MacBook Pro (2)._airplay._tcp.local PTR Samanthaâ\200\231s MacBook Pro._airplay._tcp.local PTR Maiaâ\200\231s MacBook Air._airplay._tcp.local PTR Lydiaâ\200\231s MacBook Air._airplay._tcp.local PTR Guest Bedroom._airplay._tcp.local PTR Sophiaâ\200\231s MacBook Air._airplay._tcp.local PTR Jelissaâ\200\231s MacBook Air._airplay._tcp.local PTR Katieâ\200\231s MacBook Air._airplay._tcp.local PTR Bucephalus._airplay._tcp.local PTR Paigeâ\200\231s MacBook Pro._airplay._tcp.local PTR LW111-AirMedia (4)._airplay._tcp.local PTR LW251-AirMedia (4)._airplay._tcp.local PTR Natalieâ\200\231s MacBook Pro (2)._airplay._tcp.local PTR Aaliyahâ\200\231s MacBook Air._airplay._tcp.local PTR LW251-AirMedia (5)._airplay._tcp.local PTR LW111-AirMedia (5)._airplay._tcp.local PTR LW150-AirMedia._airplay._tcp.local PTR LW151A-AirMedia._airplay._tcp.local PTR LW260-AM-3200._airplay._tcp.local PTR LW105-AirMedia._airplay._tcp.local PTR LW264-AM-3200._airplay._tcp.local PTR LW262-AM-3200._airplay._tcp.local PTR LW261-AM-3200._airplay._tcp.local PTR LW153-AirMedia._airplay._tcp.local PTR LW113J-AirMedia._airplay._tcp.local PTR LW266-AM-3200._airplay._tcp.local PTR LW251-AirMedia._airplay._tcp.local PTR LW233-AirMedia._airplay._tcp.local PTR LW259-AM-3200._airplay._tcp.local PTR LW152-AirMedia._airplay._tcp.local PTR LW154-AirMedia._airplay._tcp.local PTR LW157-AirMedia._airplay._tcp.local PTR LW235-AirMedia._airplay._tcp.local PTR LW265-AM-3200._airplay._tcp.local PTR LW151B-AirMedia._airplay._tcp.local PTR LW111-AirMedia._airplay._tcp.local PTR LW234-AirMedia._airplay._tcp.local PTR LW257-AM-3200._airplay._tcp.local PTR LW265-AM-3200 (3)._airplay._tcp.local PTR Abbyâ\200\231s MacBook Air (2)._airplay._tcp.local"
"3162","2026/106 15:01:27.844520400","172.18.82.111","224.0.0.251","MDNS","1488","Standard query 0x0000 PTR _raop._tcp.local, ""QU"" question PTR 8C7AAAE9BCA0@Stutiâ\200\231s MacBook Air (2)._raop._tcp.local PTR B0BE83177D6F@Kaliâ\200\231s MacBook Air._raop._tcp.local PTR 62C69617BCF7@Davidâ\200\231s MacBook Pro (2)._raop._tcp.local PTR 109F41E6DEA6@Samanthaâ\200\231s MacBook Pro._raop._tcp.local PTR 80657CF18DA3@userâ\200\231s MacBook Air._raop._tcp.local PTR E26B7185D62D@Lydiaâ\200\231s MacBook Air._raop._tcp.local PTR 76B018DA6BB4@Ephraimâ\200\231s MacBook Air._raop._tcp.local PTR 32DBC6D3D1FC@Katieâ\200\231s MacBook Air._raop._tcp.local PTR 16A01AAF458C@Bucephalus._raop._tcp.local PTR C29678504933@Guest Bedroom._raop._tcp.local PTR BE053E15EF19@Jelissaâ\200\231s MacBook Air._raop._tcp.local PTR F8FFC252DEDF@Maiaâ\200\231s MacBook Air._raop._tcp.local PTR C442680E60FA@LW259-AM-3200 (2)._raop._tcp.local PTR 4E0455909419@Sophiaâ\200\231s MacBook Air._raop._tcp.local PTR C2EAC5DA8213@Qaysâ\200\231s MacBook Air._raop._tcp.local PTR C0956D460F8C@Petrâ\200\231s MacBook Air._raop._tcp.local PTR B6BEC99E1FA5@Judithâ\200\231s MacBook Air._raop._tcp.local PTR 92E4666DDBA4@Aidenâ\200\231s MacBook Air._raop._tcp.local PTR AACBDE2928D0@LK's Macbook._raop._tcp.local PTR DE32B22AD099@Morganâ\200\231s MacBook Air._raop._tcp.local PTR 7261725E4F0F@Rosalieâ\200\231s MacBook Air._raop._tcp.local PTR 66878F2C5B39@emilyâ\200\231s MacBook Air (2)._raop._tcp.local PTR A6DF8ED02BFD@Josephineâ\200\231s MacBook Air._raop._tcp.local PTR B2746320D997@Katelynâ\200\231s MacBook Air._raop._tcp.local PTR 7EE1B7346DEF@Isaiahâ\200\231s MacBook Pro._raop._tcp.local PTR A88FD939E9D2@Annaâ\200\231s MacBook Air._raop._tcp.local PTR D0880C8F1B49@Haruto\343\201\256MacBook Air._raop._tcp.local PTR 0234FC40874B@Austinâ\200\231s Laptop._raop._tcp.local PTR A483E73450BC@jujuâ\200\231s MacBook Air._raop._tcp.local"
"3163","2026/106 15:01:27.844520400","fe80::e4:170b:39bb:278c","ff02::fb","MDNS","1508","Standard query 0x0000 PTR _raop._tcp.local, ""QU"" question PTR 8C7AAAE9BCA0@Stutiâ\200\231s MacBook Air (2)._raop._tcp.local PTR B0BE83177D6F@Kaliâ\200\231s MacBook Air._raop._tcp.local PTR 62C69617BCF7@Davidâ\200\231s MacBook Pro (2)._raop._tcp.local PTR 109F41E6DEA6@Samanthaâ\200\231s MacBook Pro._raop._tcp.local PTR 80657CF18DA3@userâ\200\231s MacBook Air._raop._tcp.local PTR E26B7185D62D@Lydiaâ\200\231s MacBook Air._raop._tcp.local PTR 76B018DA6BB4@Ephraimâ\200\231s MacBook Air._raop._tcp.local PTR 32DBC6D3D1FC@Katieâ\200\231s MacBook Air._raop._tcp.local PTR 16A01AAF458C@Bucephalus._raop._tcp.local PTR C29678504933@Guest Bedroom._raop._tcp.local PTR BE053E15EF19@Jelissaâ\200\231s MacBook Air._raop._tcp.local PTR F8FFC252DEDF@Maiaâ\200\231s MacBook Air._raop._tcp.local PTR C442680E60FA@LW259-AM-3200 (2)._raop._tcp.local PTR 4E0455909419@Sophiaâ\200\231s MacBook Air._raop._tcp.local PTR C2EAC5DA8213@Qaysâ\200\231s MacBook Air._raop._tcp.local PTR C0956D460F8C@Petrâ\200\231s MacBook Air._raop._tcp.local PTR B6BEC99E1FA5@Judithâ\200\231s MacBook Air._raop._tcp.local PTR 92E4666DDBA4@Aidenâ\200\231s MacBook Air._raop._tcp.local PTR AACBDE2928D0@LK's Macbook._raop._tcp.local PTR DE32B22AD099@Morganâ\200\231s MacBook Air._raop._tcp.local PTR 7261725E4F0F@Rosalieâ\200\231s MacBook Air._raop._tcp.local PTR 66878F2C5B39@emilyâ\200\231s MacBook Air (2)._raop._tcp.local PTR A6DF8ED02BFD@Josephineâ\200\231s MacBook Air._raop._tcp.local PTR B2746320D997@Katelynâ\200\231s MacBook Air._raop._tcp.local PTR 7EE1B7346DEF@Isaiahâ\200\231s MacBook Pro._raop._tcp.local PTR A88FD939E9D2@Annaâ\200\231s MacBook Air._raop._tcp.local PTR D0880C8F1B49@Haruto\343\201\256MacBook Air._raop._tcp.local PTR 0234FC40874B@Austinâ\200\231s Laptop._raop._tcp.local PTR A483E73450BC@jujuâ\200\231s MacBook Air._raop._tcp.local"
"3164","2026/106 15:01:27.844520400","172.18.82.111","224.0.0.251","MDNS","1481","Standard query 0x0000 PTR 80657CF186FB@Janiceâ\200\231s MacBook Air._raop._tcp.local PTR 4AD3F4F39AA8@Grantâ\200\231s MacBook Pro._raop._tcp.local PTR CAF30E5827D3@FBI Computer 1._raop._tcp.local PTR 6E18DD455033@MUSGC240-11190._raop._tcp.local PTR 9C58844B301E@Keyâ\200\231Onaâ\200\231s MacBook Air._raop._tcp.local PTR 4E42DB33AA89@Paigeâ\200\231s MacBook Pro._raop._tcp.local PTR A4CF99910DAD@Natalieâ\200\231s MacBook Pro (2)._raop._tcp.local PTR 2271F114FF24@Aaliyahâ\200\231s MacBook Air._raop._tcp.local PTR C442680E67C6@LW264-AM-3200 (6)._raop._tcp.local PTR C442680E60FA@LW259-AM-3200._raop._tcp.local PTR C442680E6876@LW150-AirMedia._raop._tcp.local PTR C442680E6666@LW257-AM-3200._raop._tcp.local PTR C442680E67C6@LW264-AM-3200._raop._tcp.local PTR C442680E6802@LW152-AirMedia._raop._tcp.local PTR C442680E67EE@LW105-AirMedia._raop._tcp.local PTR C442680E6882@LW262-AM-3200._raop._tcp.local PTR C442680E68AA@LW266-AM-3200._raop._tcp.local PTR C442680E6112@LW260-AM-3200._raop._tcp.local PTR C442680E6832@LW151A-AirMedia._raop._tcp.local PTR C442680E688A@LW265-AM-3200._raop._tcp.local PTR C442680E5EE6@LW235-AirMedia._raop._tcp.local PTR C442680E6856@LW151B-AirMedia._raop._tcp.local PTR C442680E5F22@LW234-AirMedia._raop._tcp.local PTR C442680E681E@LW157-AirMedia._raop._tcp.local PTR C442680E5EF2@LW251-AirMedia._raop._tcp.local PTR C442680E5EDE@LW233-AirMedia._raop._tcp.local PTR C442680E685A@LW153-AirMedia._raop._tcp.local PTR C442680E5F0A@LW111-AirMedia._raop._tcp.local PTR C442680E6102@LW261-AM-3200._raop._tcp.local PTR C442680E67F2@LW113J-AirMedia._raop._tcp.local PTR C442680E67F6@LW154-AirMedia._raop._tcp.local PTR 0AB936567DC2@Abbyâ\200\231s MacBook Air (2)._raop._tcp.local"
"3165","2026/106 15:01:27.845376900","fe80::e4:170b:39bb:278c","ff02::fb","MDNS","1501","Standard query 0x0000 PTR 80657CF186FB@Janiceâ\200\231s MacBook Air._raop._tcp.local PTR 4AD3F4F39AA8@Grantâ\200\231s MacBook Pro._raop._tcp.local PTR CAF30E5827D3@FBI Computer 1._raop._tcp.local PTR 6E18DD455033@MUSGC240-11190._raop._tcp.local PTR 9C58844B301E@Keyâ\200\231Onaâ\200\231s MacBook Air._raop._tcp.local PTR 4E42DB33AA89@Paigeâ\200\231s MacBook Pro._raop._tcp.local PTR A4CF99910DAD@Natalieâ\200\231s MacBook Pro (2)._raop._tcp.local PTR 2271F114FF24@Aaliyahâ\200\231s MacBook Air._raop._tcp.local PTR C442680E67C6@LW264-AM-3200 (6)._raop._tcp.local PTR C442680E60FA@LW259-AM-3200._raop._tcp.local PTR C442680E6876@LW150-AirMedia._raop._tcp.local PTR C442680E6666@LW257-AM-3200._raop._tcp.local PTR C442680E67C6@LW264-AM-3200._raop._tcp.local PTR C442680E6802@LW152-AirMedia._raop._tcp.local PTR C442680E67EE@LW105-AirMedia._raop._tcp.local PTR C442680E6882@LW262-AM-3200._raop._tcp.local PTR C442680E68AA@LW266-AM-3200._raop._tcp.local PTR C442680E6112@LW260-AM-3200._raop._tcp.local PTR C442680E6832@LW151A-AirMedia._raop._tcp.local PTR C442680E688A@LW265-AM-3200._raop._tcp.local PTR C442680E5EE6@LW235-AirMedia._raop._tcp.local PTR C442680E6856@LW151B-AirMedia._raop._tcp.local PTR C442680E5F22@LW234-AirMedia._raop._tcp.local PTR C442680E681E@LW157-AirMedia._raop._tcp.local PTR C442680E5EF2@LW251-AirMedia._raop._tcp.local PTR C442680E5EDE@LW233-AirMedia._raop._tcp.local PTR C442680E685A@LW153-AirMedia._raop._tcp.local PTR C442680E5F0A@LW111-AirMedia._raop._tcp.local PTR C442680E6102@LW261-AM-3200._raop._tcp.local PTR C442680E67F2@LW113J-AirMedia._raop._tcp.local PTR C442680E67F6@LW154-AirMedia._raop._tcp.local PTR 0AB936567DC2@Abbyâ\200\231s MacBook Air (2)._raop._tcp.local"
"3166","2026/106 15:01:27.999775100","172.18.80.189","224.0.0.251","MDNS","477","Standard query response 0x0000 PTR Maiaâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::1807:b45b:9a2:82f A, cache flush 172.18.80.189 SRV, cache flush 0 0 52844 Maias-MacBook-Air.local NSEC, cache flush Maiaâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Maias-MacBook-Air.local"
"3167","2026/106 15:01:27.999775100","fe80::1807:b45b:9a2:82f","ff02::fb","MDNS","497","Standard query response 0x0000 PTR Maiaâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::1807:b45b:9a2:82f A, cache flush 172.18.80.189 SRV, cache flush 0 0 52844 Maias-MacBook-Air.local NSEC, cache flush Maiaâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Maias-MacBook-Air.local"
"3168","2026/106 15:01:28.033356200","fe80::1cef:9980:d068:42d0","ff02::fb","MDNS","443","Standard query response 0x0000 PTR FandoNando (2)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 50414 FandoNando-2.local AAAA, cache flush fe80::1cef:9980:d068:42d0 A, cache flush 172.18.81.79 NSEC, cache flush FandoNando (2)._companion-link._tcp.local NSEC, cache flush FandoNando-2.local"
"3169","2026/106 15:01:28.033356200","172.18.81.79","224.0.0.251","MDNS","423","Standard query response 0x0000 PTR FandoNando (2)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 50414 FandoNando-2.local AAAA, cache flush fe80::1cef:9980:d068:42d0 A, cache flush 172.18.81.79 NSEC, cache flush FandoNando (2)._companion-link._tcp.local NSEC, cache flush FandoNando-2.local"
"3170","2026/106 15:01:28.082186600","Intel_79:5e:55","Intel_61:82:b7","ARP","60","Who has 172.18.81.162? Tell 172.18.82.18"
"3171","2026/106 15:01:28.082186600","Intel_79:5e:55","Intel_61:82:b7","ARP","60","Who has 172.18.80.199? Tell 172.18.82.18"
"3172","2026/106 15:01:28.082186600","Intel_79:5e:55","Intel_61:82:b7","ARP","60","Who has 172.18.81.209? Tell 172.18.82.18"
"3173","2026/106 15:01:28.082186600","Intel_79:5e:55","Intel_61:82:b7","ARP","60","Who has 172.18.81.155? Tell 172.18.82.18"
"3174","2026/106 15:01:28.136057800","Intel_6b:21:78","Intel_61:82:b7","ARP","60","Who has 172.18.82.20? Tell 172.18.81.58"
"3175","2026/106 15:01:28.136057800","Intel_6b:21:78","Intel_61:82:b7","ARP","60","Who has 172.18.81.155? Tell 172.18.81.58"
"3176","2026/106 15:01:28.136057800","Intel_6b:21:78","Intel_61:82:b7","ARP","60","Who has 172.18.81.209? Tell 172.18.81.58"
"3177","2026/106 15:01:28.136057800","Intel_6b:21:78","Intel_61:82:b7","ARP","60","Who has 172.18.80.199? Tell 172.18.81.58"
"3178","2026/106 15:01:28.136057800","Intel_6b:21:78","Intel_61:82:b7","ARP","60","Who has 172.18.81.162? Tell 172.18.81.58"
